transaction_date,owner,asset_description,type_detailed,amount,senator,ticker,share_class,type,amount_discrete,return_1d,return_5d,return_1m,return_index_1d,return_index_5d,return_index_1m,return_abnormal_1d,return_abnormal_5d,return_abnormal_1m,Senator,Party,Born,Occupation(s),Assumed office,Age,In_Office,Budget,Environment_and_Public_Works,Homeland_Security_and_Governmental_Affairs,Judiciary,Rules_and_Administration,Agriculture_Nutrition_and_Forestry,Commerce_Science_and_Transportation,Armed_Services,Energy_and_Natural_Resources,Finance,Foreign_Relations,Small_Business_and_Entrepreneurship,Health_Education_Labor_and_Pensions,Banking_Housing_and_Urban_Affairs,Veterans_Affairs,Appropriations
2020-07-02,Spouse,American Airlines Group Inc.,Sale (Full),"$1,001 - $15,000",Pat Roberts,AAL,,Sale,1,-0.02400000000000002,0.04480000000000006,0.08239999999999992,-0.015602665980273489,-0.017596126990038208,-0.05900973181377567,-0.008397334019726532,0.06239612699003827,0.14140973181377559,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2020-07-02,Spouse,The Boeing Company,Purchase,"$1,001 - $15,000",Pat Roberts,BA,,Purchase,1,0.03926773961617158,-0.013107682097229123,-0.08705265195509104,0.015602665980273489,0.017596126990038208,0.05900973181377567,0.023665073635898093,-0.03070380908726733,-0.1460623837688667,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2020-07-06,Spouse,Microsoft Corporation,Purchase,"$15,001 - $50,000",Ron L Wyden,MSFT,,Purchase,2,-0.011627906976744096,-0.017228239202657814,0.010631229235880335,-0.011038253723455904,-0.00949602579726716,0.050575369649385804,-0.0005896532532881915,-0.007732213405390653,-0.03994414041350547,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-06,Spouse,Target Corporation,Sale (Full),"$1,001 - $15,000",Pat Roberts,TGT,,Sale,1,0.009896008050989558,0.0042770882254276055,-0.08495471318349557,0.011038253723455904,0.00949602579726716,-0.050575369649385804,-0.0011422456724663466,-0.005218937571839555,-0.03437934353410976,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2020-07-06,Spouse,Seagate Technology plc,Purchase,"$50,001 - $100,000",Ron L Wyden,STX,,Purchase,3,-0.01915469498230271,-0.01457422444305645,-0.0603789298355194,-0.011038253723455904,-0.00949602579726716,0.050575369649385804,-0.008116441258846807,-0.005078198645789289,-0.1109542994849052,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-06,Spouse,"Amazon.com, Inc.",Purchase,"$15,001 - $50,000",Ron L Wyden,AMZN,,Purchase,2,-0.018619291620400213,0.015361251205594284,0.04840956875396363,-0.011038253723455904,-0.00949602579726716,0.050575369649385804,-0.007581037896944309,0.024857277002861444,-0.0021658008954221764,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-06,Spouse,Apple Inc.,Purchase,"$50,001 - $100,000",Ron L Wyden,AAPL,,Purchase,3,-0.0031028754018221916,0.02155942165148006,0.1776113099475376,-0.011038253723455904,-0.00949602579726716,0.050575369649385804,0.007935378321633713,0.03105544744874722,0.1270359402981518,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-06,Spouse,NVIDIA Corporation,Purchase,"$15,001 - $50,000",Ron L Wyden,NVDA,,Purchase,2,0.003303071796552759,0.021647965504282052,0.1471148424139328,-0.011038253723455904,-0.00949602579726716,0.050575369649385804,0.014341325520008663,0.031143991301549212,0.096539472764547,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-06,Spouse,KLA Corporation,Purchase,"$15,001 - $50,000",Ron L Wyden,KLAC,,Purchase,2,-0.004420649344270333,-0.01974551795274826,0.001964782160223999,-0.011038253723455904,-0.00949602579726716,0.050575369649385804,0.006617604379185571,-0.0102494921554811,-0.048610587489161805,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-07,Spouse,Western Asset Inflation-Linked Opportunities &amp; Inc,Purchase,"$1,001 - $15,000",Thomas R Carper,WIW,,Purchase,1,-0.0008984725965859308,0.0062893081761004055,0.035938903863432126,0.008484233828973897,0.015163659561938658,0.06763940915708377,-0.009382706425559828,-0.008874351385838253,-0.03170050529365165,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-07,Child,"Tesla, Inc.",Sale (Full),"$1,001 - $15,000",Patrick J Toomey,TSLA,,Sale,1,0.01725352925656909,-0.09133298383529986,-0.07174821256636088,-0.008484233828973897,-0.015163659561938658,-0.06763940915708377,0.025737763085542986,-0.0761693242733612,-0.004108803409277106,Pat Toomey,Republican,1961-11-17,Currency trader; Restaurant owner,2011-01-03,59,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2020-07-07,Spouse,American Airlines Group Inc.,Sale (Full),"$1,001 - $15,000",Pat Roberts,AAL,,Sale,1,-0.0067170445004198776,0.028547439126784258,-0.09487825356842983,-0.008484233828973897,-0.015163659561938658,-0.06763940915708377,0.0017671893285540197,0.043711098688722916,-0.027238844411346053,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2020-07-07,Child,"Tesla, Inc.",Purchase,"$1,001 - $15,000",Patrick J Toomey,TSLA,,Purchase,1,-0.01725352925656909,0.09133298383529986,0.07174821256636088,0.008484233828973897,0.015163659561938658,0.06763940915708377,-0.025737763085542986,0.0761693242733612,0.004108803409277106,Pat Toomey,Republican,1961-11-17,Currency trader; Restaurant owner,2011-01-03,59,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2020-07-07,Spouse,"TripAdvisor, Inc.",Sale (Full),"$50,001 - $100,000",Ron L Wyden,TRIP,,Sale,3,-0.028108108108108043,-0.018918918918918948,-0.16594594594594603,-0.008484233828973897,-0.015163659561938658,-0.06763940915708377,-0.019623874279134146,-0.0037552593569802895,-0.09830653678886225,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-09,Spouse,Western Asset Inflation-Linked Opportunities &amp; Inc,Purchase,"$1,001 - $15,000",Thomas R Carper,WIW,,Purchase,1,0.0018115942028986698,0.015398550724637916,0.04347826086956519,0.010886300453187836,0.020717157484127613,0.06843516911576697,-0.009074706250289166,-0.005318606759489697,-0.02495690824620178,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,NVIDIA Corporation,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,NVDA,,Sale,1,0.0028308593308321583,0.03561228555553053,-0.06242273438059609,-0.010886300453187836,-0.020717157484127613,-0.06843516911576697,0.013717159784019994,0.056329443039658145,0.0060124347351708796,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,"Medical Properties Trust, Inc.",Sale (Full),"$1,001 - $15,000",Thomas R Carper,MPW,,Sale,1,0.01554691837867861,-0.0061077179344808386,-0.10549694614103267,-0.010886300453187836,-0.020717157484127613,-0.06843516911576697,0.026433218831866445,0.014609439549646774,-0.037061777025265696,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,Lockheed Martin Corporation,Purchase,"$1,001 - $15,000",Thomas R Carper,LMT,,Purchase,1,0.027326774541910126,0.07624429568903102,0.14501712392684807,0.010886300453187836,0.020717157484127613,0.06843516911576697,0.01644047408872229,0.0555271382049034,0.0765819548110811,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,AXIS Capital Holdings Limited,Purchase,"$1,001 - $15,000",Thomas R Carper,AXS,,Purchase,1,0.04381720430107516,0.1069892473118279,0.20376344086021492,0.010886300453187836,0.020717157484127613,0.06843516911576697,0.03293090384788733,0.0862720898277003,0.13532827174444795,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,"Omega Healthcare Investors, Inc.",Sale (Full),"$1,001 - $15,000",Thomas R Carper,OHI,,Sale,1,-0.008910891089108919,0.014851485148514865,-0.10132013201320111,-0.010886300453187836,-0.020717157484127613,-0.06843516911576697,0.001975409364078917,0.03556864263264248,-0.032884962897434145,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,ResMed Inc.,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,RMD,,Sale,1,0.008260622644431836,-0.010997005524291392,0.09572001652124529,-0.010886300453187836,-0.020717157484127613,-0.06843516911576697,0.019146923097619672,0.00972015195983622,0.16415518563701226,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,QUALCOMM Incorporated,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,QCOM,,Sale,1,0.007935656836461025,0.021983914209115274,-0.1405898123324396,-0.010886300453187836,-0.020717157484127613,-0.06843516911576697,0.01882195728964886,0.04270107169324289,-0.07215464321667264,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,Citigroup Inc.,Purchase,"$1,001 - $15,000",Thomas R Carper,C,,Purchase,1,0.06471183013144577,0.0406471183013144,0.06895854398382206,0.010886300453187836,0.020717157484127613,0.06843516911576697,0.05382552967825793,0.019929960817186787,0.0005233748680550931,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,Gladstone Capital Corporation,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,GLAD,,Sale,1,-0.01764705882352935,-0.08382352941176485,-0.12205882352941178,-0.010886300453187836,-0.020717157484127613,-0.06843516911576697,-0.006760758370341513,-0.06310637192763724,-0.053623654413644806,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Child,Nikola Corporation,Purchase,"$1,001 - $15,000",Patrick J Toomey,NKLA,,Purchase,1,-0.044229074889867825,-0.0743612334801762,-0.21039647577092502,0.010886300453187836,0.020717157484127613,0.06843516911576697,-0.05511537534305566,-0.09507839096430382,-0.278831644886692,Pat Toomey,Republican,1961-11-17,Currency trader; Restaurant owner,2011-01-03,59,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2020-07-09,Spouse,Ares Capital Corporation,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,ARCC,,Sale,1,-0.016666666666666607,-0.0304347826086957,-0.08840579710144914,-0.010886300453187836,-0.020717157484127613,-0.06843516911576697,-0.0057803662134787714,-0.009717625124568086,-0.019970627985682166,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,ManTech International Corporation,Purchase,"$1,001 - $15,000",Thomas R Carper,MANT,,Purchase,1,0.0198581560283686,0.01717888100866838,0.1561859732072497,0.010886300453187836,0.020717157484127613,0.06843516911576697,0.008971855575180765,-0.0035382764754592344,0.08775080409148273,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,Pfizer Inc.,Purchase,"$1,001 - $15,000",Thomas R Carper,PFE,,Purchase,1,0.011057979677226548,0.06395696353855351,0.14734010759115357,0.010886300453187836,0.020717157484127613,0.06843516911576697,0.00017167922403871216,0.0432398060544259,0.0789049384753866,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,Hannon Armstrong Sustainable Infrastructure Capita,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,HASI,,Sale,1,-0.008443093549476588,-0.09321175278622085,-0.32522796352583594,-0.010886300453187836,-0.020717157484127613,-0.06843516911576697,0.002443206903711248,-0.07249459530209323,-0.25679279441006897,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,AbbVie Inc.,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,ABBV,,Sale,1,0.011333469471104807,-0.020216459056565217,0.05676945068409234,-0.010886300453187836,-0.020717157484127613,-0.06843516911576697,0.022219769924292643,0.000500698427562396,0.1252046197998593,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,Landmark Infrastructure Partners LP,Purchase,"$1,001 - $15,000",Thomas R Carper,LMRK,,Purchase,1,-0.012435233160621895,-0.020207253886010412,0.10362694300518127,0.010886300453187836,0.020717157484127613,0.06843516911576697,-0.02332153361380973,-0.040924411370138025,0.0351917738894143,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,Atlantica Sustainable Infrastructure plc,Purchase,"$1,001 - $15,000",Thomas R Carper,AY,,Purchase,1,-0.0030292830696735384,-0.02860989565802763,0.007741501178054611,0.010886300453187836,0.020717157484127613,0.06843516911576697,-0.013915583522861374,-0.04932705314215524,-0.06069366793771236,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,Iron Mountain Incorporated,Purchase,"$1,001 - $15,000",Thomas R Carper,IRM,,Purchase,1,0.021390374331550666,0.04469060351413301,0.13636363636363646,0.010886300453187836,0.020717157484127613,0.06843516911576697,0.01050407387836283,0.023973446030005396,0.0679284672478695,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,"L3Harris Technologies, Inc.",Purchase,"$1,001 - $15,000",Thomas R Carper,LHX,,Purchase,1,0.016958635794743326,0.045244055068836,0.12127653316645803,0.010886300453187836,0.020717157484127613,0.06843516911576697,0.00607233534155549,0.024526897584708385,0.052841364050691064,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,"Apollo Global Management, Inc.",Sale (Partial),"$1,001 - $15,000",Thomas R Carper,APO,,Sale,1,-0.0038076152304609145,-0.026452905811623184,0.02264529058116227,-0.010886300453187836,-0.020717157484127613,-0.06843516911576697,0.0070786852227269215,-0.005735748327495571,0.09108045969692924,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,Apple Inc.,Sale (Partial),"$1,001 - $15,000",Thomas R Carper,AAPL,,Sale,1,-0.0024821152644916022,-0.008779008471271998,-0.17814121761708734,-0.010886300453187836,-0.020717157484127613,-0.06843516911576697,0.008404185188696234,0.011938149012855614,-0.10970604850132037,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,"Skyworks Solutions, Inc.",Sale (Partial),"$1,001 - $15,000",Thomas R Carper,SWKS,,Sale,1,0.01137647856550883,0.00828750094176145,-0.08144345664130181,-0.010886300453187836,-0.020717157484127613,-0.06843516911576697,0.022262779018696666,0.029004658425889063,-0.013008287525534845,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-09,Spouse,"Tyson Foods, Inc.",Sale (Full),"$1,001 - $15,000",Thomas R Carper,TSN,,Sale,1,-0.05289672544080615,-0.08618207988485072,-0.16156890967974102,-0.010886300453187836,-0.020717157484127613,-0.06843516911576697,-0.04201042498761831,-0.0654649224007231,-0.09313374056397405,Tom Carper,Democratic,1947-01-23,"U.S. Navy officer; Staff, Delaware Office of Economic Development",2001-01-03,73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-07-13,Spouse,Oshkosh Corporation,Purchase,"$50,001 - $100,000",Ron L Wyden,OSK,,Purchase,3,0.027717094483888705,0.03276897870016393,0.13722009830693627,0.013583036176062269,0.033851430437978,0.07492718512671148,0.014134058307826436,-0.0010824517378140719,0.062292913180224785,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-13,Spouse,Ford Motor Company,Purchase,"$1,001 - $15,000",Ron L Wyden,F,,Purchase,1,0.04950495049504955,0.0990099009900991,0.17326732673267342,0.013583036176062269,0.033851430437978,0.07492718512671148,0.03592191431898728,0.0651584705521211,0.09834014160596194,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-13,Spouse,"Netflix, Inc.",Purchase,"$1,001 - $15,000",Pat Roberts,NFLX,,Purchase,1,-0.0011798287345385905,-0.04393910561370118,-0.0952045670789724,0.013583036176062269,0.033851430437978,0.07492718512671148,-0.01476286491060086,-0.07779053605167918,-0.17013175220568388,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2020-07-13,Spouse,Caterpillar Inc.,Sale (Full),"$50,001 - $100,000",Ron L Wyden,CAT,,Sale,3,-0.048326487835912646,-0.031094353136681185,-0.0919047183959012,-0.013583036176062269,-0.033851430437978,-0.07492718512671148,-0.03474345165985038,0.0027570773012968175,-0.016977533269189715,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-13,Spouse,Apple Inc.,Purchase,"$15,001 - $50,000",Ron L Wyden,AAPL,,Purchase,2,0.016548427640019847,0.03016414862140282,0.18362967714906642,0.013583036176062269,0.033851430437978,0.07492718512671148,0.0029653914639575785,-0.003687281816575183,0.10870249202235494,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-13,Spouse,Costco Wholesale Corporation,Purchase,"$15,001 - $50,000",Ron L Wyden,COST,,Purchase,2,0.015731419059475504,0.011117304251291316,0.04285891109689999,0.013583036176062269,0.033851430437978,0.07492718512671148,0.0021483828834132357,-0.022734126186686687,-0.032068274029811494,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-15,Spouse,Apple Inc.,Purchase,"$15,001 - $50,000",Ron L Wyden,AAPL,,Purchase,2,-0.01230491205691775,-0.004630314776933209,0.17582504926643772,-0.003971013723356287,0.015751333846521387,0.04655323441191306,-0.008333898333561462,-0.020381648623454596,0.12927181485452466,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-15,Spouse,"Netflix, Inc.",Purchase,"$1,001 - $15,000",Pat Roberts,NFLX,,Purchase,1,0.007892825595443353,-0.0639070430778762,-0.07755230521055867,-0.003971013723356287,0.015751333846521387,0.04655323441191306,0.01186383931879964,-0.07965837692439759,-0.12410553962247173,Pat Roberts,Republican,1936-04-20,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,1997-03-01,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2020-07-15,Spouse,"T. Rowe Price Group, Inc.",Sale (Full),"$1,001 - $15,000",William Cassidy,TROW,,Sale,1,-7.579887929720641e-05,-0.03134938664243525,-0.036952900196880245,0.003971013723356287,-0.015751333846521387,-0.04655323441191306,-0.004046812602653493,-0.015598052795913864,0.009600334215032813,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-07-15,Spouse,"Prologis, Inc.",Purchase,"$1,001 - $15,000",William Cassidy,PLD,,Purchase,1,-0.017495199487945423,0.04949861318540649,0.09152976317473871,-0.003971013723356287,0.015751333846521387,0.04655323441191306,-0.013524185764589136,0.033747279338885106,0.04497652876282565,Bill Cassidy,Republican,1957-09-28,Physician,2015-01-03,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
2020-07-15,Self,"Amazon.com, Inc.",Sale (Partial),"$15,001 - $50,000",James M Inhofe,AMZN,,Sale,2,0.0029812586260785645,-0.03025713519332629,-0.04624656248040382,0.003971013723356287,-0.015751333846521387,-0.04655323441191306,-0.0009897550972777225,-0.014505801346804903,0.0003066719315092392,Jim Inhofe,Republican,1934-11-17,"Specialist Fourth Class, U.S. Army; Businessman; Real estate developer; Corporate executive",1994-11-16,86,26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2020-07-15,Self,Apple Inc.,Sale (Partial),"$15,001 - $50,000",James M Inhofe,AAPL,,Sale,2,0.01230491205691775,0.004630314776933209,-0.17582504926643772,0.003971013723356287,-0.015751333846521387,-0.04655323441191306,0.008333898333561462,0.020381648623454596,-0.12927181485452466,Jim Inhofe,Republican,1934-11-17,"Specialist Fourth Class, U.S. Army; Businessman; Real estate developer; Corporate executive",1994-11-16,86,26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2020-07-20,Spouse,Apple Inc.,Purchase,"$15,001 - $50,000",Ron L Wyden,AAPL,,Purchase,2,-0.01380166773763225,-0.03606740807938913,0.1763973305644546,0.0018272486479939953,-0.0031226468249579975,0.03942012501119008,-0.015628916385626246,-0.03294476125443113,0.13697720555326454,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-20,Spouse,Oshkosh Corporation,Purchase,"$15,001 - $50,000",Ron L Wyden,OSK,,Purchase,2,0.02934955050237975,0.06570597567424641,0.042041248016922106,0.0018272486479939953,-0.0031226468249579975,0.03942012501119008,0.027522301854385756,0.0688286224992044,0.002621123005732029,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-20,Child,Nikola Corporation,Sale (Partial),"$1,001 - $15,000",Patrick J Toomey,NKLA,,Sale,1,-0.033810143042912744,0.13654096228868662,-0.10611183355006504,-0.0018272486479939953,0.0031226468249579975,-0.03942012501119008,-0.03198289439491875,0.13341831546372862,-0.06669170853887496,Pat Toomey,Republican,1961-11-17,Currency trader; Restaurant owner,2011-01-03,59,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2020-07-22,Spouse,"Intercontinental Exchange, Inc.",Sale (Partial),"$5,000,001 - $25,000,000",Kelly Loeffler,ICE,,Sale,7,0.0021861336664585895,0.01832188215698527,-0.08473870497605662,0.011597641795413116,0.004019191771371111,-0.03745844918779917,-0.009411508128954527,0.014302690385614159,-0.04728025578825745,Kelly Loeffler,Republican,1970-11-27,Corporate executive,2020-06-01,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2020-07-23,Spouse,Microsoft Corporation,Purchase,"$100,001 - $250,000",Ron L Wyden,MSFT,,Purchase,4,-0.006122198386599997,0.0067147233492013125,0.05505090624325604,-0.007450571880304402,0.004251426395858626,0.05950939385446796,0.0013283734937044045,0.0024632969533426863,-0.004458487611211925,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-27,Spouse,iRobot Corporation,Purchase,"$15,001 - $50,000",Ron L Wyden,IRBT,,Purchase,2,-0.012183303336563922,0.01495223591305539,0.05856292399280072,-0.007094184142411808,0.017669431091859922,0.07200887433310443,-0.005089119194152114,-0.0027171951788045323,-0.013445950340303714,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-27,Spouse,NVIDIA Corporation,Purchase,"$15,001 - $50,000",Ron L Wyden,NVDA,,Purchase,2,-0.019766804677033067,0.056493812226978246,0.22563935675381086,-0.007094184142411808,0.017669431091859922,0.07200887433310443,-0.01267262053462126,0.038824381135118324,0.15363048242070643,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2020-07-27,Spouse,"Facebook, Inc.",Purchase,"$15,001 - $50,000",Ron L Wyden,FB,,Purchase,2,-0.014475374732334068,0.07905785867237691,0.30154175588865106,-0.007094184142411808,0.017669431091859922,0.07200887433310443,-0.00738119058992226,0.06138842758051699,0.22953288155554663,Ron Wyden,Democratic,1949-05-03,Teacher; Nonprofit organization executive,1996-02-05,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
