owner,type_detailed,type,return_abnormal_1m,Senator,Party,Occupation,Age,In_Office,Budget,Environment_and_Public_Works,Homeland_Security_and_Governmental_Affairs,Judiciary,Rules_and_Administration,Agriculture_Nutrition_and_Forestry,Commerce_Science_and_Transportation,Armed_Services,Energy_and_Natural_Resources,Finance,Foreign_Relations,Small_Business_and_Entrepreneurship,Health_Education_Labor_and_Pensions,Banking_Housing_and_Urban_Affairs,Veterans_Affairs,Appropriations
Spouse,Purchase,Purchase,-0.024956908,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,0.006012435,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.037061777,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.076581955,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.135328272,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.032884963,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,0.164155186,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,-0.072154643,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.000523375,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,-0.053623654,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Child,Purchase,Purchase,-0.278831645,Pat Toomey,Republican,Currency trader; Restaurant owner,59,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Spouse,Sale (Partial),Sale,-0.019970628,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.087750804,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.078904938,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,-0.256792794,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,0.12520462,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.035191774,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.060693668,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.067928467,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.052841364,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,0.09108046,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,-0.109706049,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,-0.013008288,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.093133741,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.062292913,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.098340142,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.170131752,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Sale (Full),Sale,-0.016977533,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.108702492,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.032068274,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.129271815,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.12410554,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Sale (Full),Sale,0.009600334,Bill Cassidy,Republican,Physician,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
Spouse,Purchase,Purchase,0.044976529,Bill Cassidy,Republican,Physician,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
Self,Sale (Partial),Sale,0.000306672,Jim Inhofe,Republican,"Specialist Fourth Class, U.S. Army; Businessman; Real estate developer; Corporate executive",86,26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Self,Sale (Partial),Sale,-0.129271815,Jim Inhofe,Republican,"Specialist Fourth Class, U.S. Army; Businessman; Real estate developer; Corporate executive",86,26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Spouse,Purchase,Purchase,0.136977206,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.002621123,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Child,Sale (Partial),Sale,-0.066691709,Pat Toomey,Republican,Currency trader; Restaurant owner,59,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Spouse,Sale (Partial),Sale,-0.047280256,Kelly Loeffler,Republican,Corporate executive,50,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Spouse,Purchase,Purchase,-0.004458488,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.01344595,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.153630482,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.229532882,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.007836933,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.062080081,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,0.040618872,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.183289537,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.02481422,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.117523877,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.764185806,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Sale (Full),Sale,-0.098183844,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,0.028706413,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.002971999,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.783493278,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.783203507,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Sale (Full),Sale,-0.165127731,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.076257247,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.094032406,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.058988053,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.021610672,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.015398804,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.014345474,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.120840352,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.023418041,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.014644847,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.077248957,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.147415624,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.044007538,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.129370247,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.051542661,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.001229499,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.746582023,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.03113951,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.034710623,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.116035376,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.194734992,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.010581602,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.004161261,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.249721374,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Sale (Full),Sale,0.034057575,Angus King,Independent,Lawyer; Senate staffer; Business founder; Corporate executive; Public television news program host,76,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.104950143,Angus King,Independent,Lawyer; Senate staffer; Business founder; Corporate executive; Public television news program host,76,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.09204027,Angus King,Independent,Lawyer; Senate staffer; Business founder; Corporate executive; Public television news program host,76,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.019734908,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.02615041,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,-0.00791659,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,0.038317575,Angus King,Independent,Lawyer; Senate staffer; Business founder; Corporate executive; Public television news program host,76,7,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.032416105,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.006989047,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,0.736017613,Bill Cassidy,Republican,Physician,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
Spouse,Sale (Partial),Sale,-0.106780203,Bill Cassidy,Republican,Physician,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
Spouse,Sale (Partial),Sale,0.008002789,Bill Cassidy,Republican,Physician,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
Spouse,Sale (Partial),Sale,-0.034480989,Bill Cassidy,Republican,Physician,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
Spouse,Sale (Partial),Sale,0.002847744,Bill Cassidy,Republican,Physician,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
Spouse,Sale (Partial),Sale,-0.007670585,Bill Cassidy,Republican,Physician,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
Spouse,Sale (Partial),Sale,-0.057535549,Bill Cassidy,Republican,Physician,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
Spouse,Sale (Partial),Sale,0.041448886,Bill Cassidy,Republican,Physician,63,5,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
Spouse,Purchase,Purchase,0.061335066,Pat Roberts,Republican,United States Marine Corps officer; Journalist; U.S. Senate staff member; U.S. House staff member,84,23,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Spouse,Purchase,Purchase,0.174592352,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.030631732,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.05005972,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.057343626,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Child,Purchase,Purchase,0.006217753,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Child,Purchase,Purchase,0.006217753,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Child,Purchase,Purchase,0.006217753,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Self,Purchase,Purchase,-0.108325109,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Sale (Full),Sale,0.035382859,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Sale (Full),Sale,0.005539614,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Sale (Partial),Sale,0.738674533,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Sale (Full),Sale,-0.065670283,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Sale (Full),Sale,0.00106101,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Sale (Full),Sale,-0.009158502,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Sale (Full),Sale,-0.003086402,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Sale (Full),Sale,-0.013357419,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Sale (Full),Sale,-0.011736272,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Sale (Partial),Sale,0.036957176,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Partial),Sale,0.097187116,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.115423811,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.015299869,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.010474702,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.192943025,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.061846299,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.001868111,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Self,Purchase,Purchase,-0.022854852,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Purchase,Purchase,-0.02723842,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Purchase,Purchase,-0.108325109,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Purchase,Purchase,0.044743424,Tom Carper,Democratic,"U.S. Navy officer; Staff, Delaware Office of Economic Development",73,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Self,Sale (Full),Sale,-0.011736272,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Purchase,Purchase,-0.056283159,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Purchase,Purchase,-0.008464226,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Purchase,Purchase,0.025835506,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Purchase,Purchase,-0.02723842,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Sale (Full),Sale,0.035382859,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Sale (Full),Sale,0.005539614,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Sale (Partial),Sale,0.738674533,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Sale (Partial),Sale,-0.05650985,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Purchase,Purchase,0.036665816,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Purchase,Purchase,-0.005277964,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Sale (Full),Sale,-0.065670283,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Sale (Partial),Sale,-0.046058297,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Sale (Full),Sale,0.00106101,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Sale (Full),Sale,0.142417847,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Sale (Full),Sale,0.162966334,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Sale (Full),Sale,0.063921253,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Sale (Full),Sale,-0.009158502,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Sale (Full),Sale,-0.003086402,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Self,Sale (Full),Sale,-0.013357419,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Purchase,Purchase,0.05650985,Jerry Moran,Republican,Banker; Lawyer,66,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Spouse,Purchase,Purchase,-0.107359466,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,0.02011592,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Sale (Full),Sale,-0.010510904,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.056243931,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,-0.159500609,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.207573995,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Spouse,Purchase,Purchase,0.08476346,Ron Wyden,Democratic,Teacher; Nonprofit organization executive,71,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
